id,full_name,is_active
76443,Joe Cooper,False
76444,Michael Cooper,False
1630536,Sharife Cooper,True
76441,Wayne Cooper,False
76446,Tom Copa,False
203142,Chris Copeland,False
76447,Hollis Copeland,False
76448,Lanard Copeland,False
895,Tyrone Corbin,False
76450,Chris Corchiani,False
76451,Ken Corley,False
76452,Ray Corley,False
1627822,Petr Cornelie,False
76453,Dave Corzine,False
76454,Larry Costello,False
1627856,Matt Costello,False
203955,Bryce Cotton,False
76456,Jack Cotton,False
1526,James Cotton,False
76457,John Coughran,False
1641731,Bilal Coulibaly,True
1641741,Ricky Council IV,False
76458,Mel Counts,False
76459,Steve Courtin,False
1432,Joe Courtney,False
202408,Marcus Cousin,False
202326,DeMarcus Cousins,False
600003,Bob Cousy,False
203496,Robert Covington,False
1642907,Cedric Coward,True
76462,Dave Cowens,False
76463,John Cox,False
76464,Johnny Cox,False
76465,Wesley Cox,False
203459,Allen Crabbe,False
1628470,Torrey Craig,False
1544,Chris Crawford,False
76466,Freddie Crawford,False
1642384,Isaiah Crawford,True
2037,Jamal Crawford,False
201621,Joe Crawford,False
202348,Jordan Crawford,False
1628249,Mitchell Creek,False
76468,Jim Creighton,False
76469,Ron Crevier,False
76470,Hal Crisler,False
2343,Joe Crispin,False
76471,Charlie Criss,False
76472,Winston Crite,False
201159,Javaris Crittenton,False
76473,Dillard Crocker,False
76474,Jeffrey Crompton,False
76475,Terry Crosby,False
1506,Austin Croshere,False
76476,Jeff Cross,False
76477,Pete Cross,False
76478,Russell Cross,False
76479,Francis Crossin,False
180,John Crotty,False
76481,Mark Crow,False
76482,Corey Crowder,False
203109,Jae Crowder,False
1630622,Jalen Crutcher,False
1642385,Cui Cui,False
1629633,Jarrett Culver,False
1629600,Jarron Cumberland,False
76483,Pat Cummings,False
187,Terry Cummings,False
1907,Vonteego Cummings,False
76487,Billy Cunningham,False
1630595,Cade Cunningham,True
201967,Dante Cunningham,False
76485,Dick Cunningham,False
203099,Jared Cunningham,False
1061,William Cunningham,False
76488,Radisav Curcic,False
76489,Armand Cure,False
940,Earl Cureton,False
223,Bill Curley,False
76492,Fran Curran,False
209,Dell Curry,False
2201,Eddy Curry,False
201191,JamesOn Curry,False
688,Michael Curry,False
203552,Seth Curry,False
201939,Stephen Curry,True
687,Rastko Cvetkovic,False
76505,Mike D'Antoni,False
1642359,Pacôme Dadiet,True
76496,Ed Dahler,False
76497,Quintin Dailey,False
2223,Samuel Dalembert,False
76498,Howie Dallmar,False
956,Erick Dampier,False
76499,Lou Dampier,False
76500,Bob Dandridge,False
1498,Antonio Daniels,False
1630700,Dyson Daniels,True
2845,Erik Daniels,False
1380,Lloyd Daniels,False
2605,Marquis Daniels,False
76502,Mel Daniels,False
203584,Troy Daniels,False
390,Sasha Danilovic,False
1642368,N'Faly Dante,True
76504,Adrian Dantley,False
76506,Henry Darcey,False
76507,Jimmy Darden,False
212,Yinka Dare,False
76509,Jesse Dark,False
1630268,Nate Darling,False
76511,Jimmy Darrow,False
203540,Gigi Datome,False
921,Brad Daugherty,False
1600,Kornel David,False
201176,Jermareo Davidson,False
76514,Bob Davies,False
203561,Brandon Davies,False
203076,Anthony Davis,True
213,Antonio Davis,False
76515,Aubrey Davis,False
1884,Baron Davis,False
989,Ben Davis,False
76538,Bill Davis,False
76533,Bob Davis,False
76516,Brad Davis,False
76517,Brian Davis,False
76518,Charlie Davis,False
76519,Charlie Davis,False
905,Dale Davis,False
1627738,Deyonta Davis,False
76521,Double D Davis,False
202334,Ed Davis,False
76522,Edward Davis,False
1023,Emanual Davis,False
201175,Glen Davis,False
76523,Harry Davis,False
